Dataset,Att,Measure,Acc,SP,EO,PP
S2B4_4,Y,mean,0.8422000000000001,-0.6634570177094241,-0.2723273040742658,0.2770189341320958
S2B4_4,Y,std,0.0113411737585764,0.0217327519697477,0.0582017800162638,0.0504152082122697
S2C0,Y,mean,0.6165999999999998,-0.0599248434623827,-0.0659139449900431,-0.0154569799955793
S2C0,Y,std,0.0113548814759703,0.1526439069025856,0.1665920732231997,0.1119572337742007
S2C1,Y,mean,0.6239999999999999,-0.3622470062617869,-0.4091541983081826,-0.0951307346464273
S2C1,Y,std,0.014243907079481,0.0163473425429232,0.0317687801240544,0.0511306411374156
S2C10,Y,mean,0.8051,-1.0,-1.0,-0.2054167505931082
S2C10,Y,std,0.0074899933244295,0.0,0.0,0.0163588794584919
S2C11,Y,mean,0.8319999999999999,-1.0,-1.0,-0.1704344959707719
S2C11,Y,std,0.0073029674334022,0.0,0.0,0.0175542627449456
S2C2,Y,mean,0.6317999999999999,-0.3622470062617869,-0.404099990616336,-0.039980991498069
S2C2,Y,std,0.0150539769570111,0.0163473425429232,0.0363610342535377,0.0630422149776986
S2C3,Y,mean,0.6401000000000001,-0.3622470062617869,-0.3998453607266807,0.0107513163465096
S2C3,Y,std,0.0138600144300069,0.0163473425429232,0.0414336994994455,0.0708963161059534
S2C4,Y,mean,0.6465000000000001,-0.3622470062617869,-0.3981414194462858,0.0765258917810659
S2C4,Y,std,0.0122315620879391,0.0163473425429232,0.0392491393332567,0.0775502917900386
S2C5,Y,mean,0.6607000000000001,-0.3622470062617869,-0.3916637443724694,0.1815228855852528
S2C5,Y,std,0.0099112730430219,0.0163473425429232,0.0366698485111446,0.0734492546465688
S2C6,Y,mean,0.6856000000000001,-0.7880869642732801,-0.7797325130089238,0.037791969189904
S2C6,Y,std,0.0103408574757286,0.0671075343751834,0.1078034779030096,0.2656991748751147
S2C7,Y,mean,0.7222,-0.8780868926780971,-0.9269616300499413,-0.2842866683363711
S2C7,Y,std,0.0094610311864569,0.016680967619264,0.0147097776136697,0.018704695421159
S2C8,Y,mean,0.7499,-0.8780868926780971,-0.9245461908453956,-0.2429667655401461
S2C8,Y,std,0.0093386889396269,0.016680967619264,0.0140979319033376,0.0177919122006599
S2C9,Y,mean,0.7758,-0.8780868926780971,-0.922287428066798,-0.2073700342743461
S2C9,Y,std,0.0059591199946897,0.016680967619264,0.0149971931347621,0.0165066801486907
S2D0_0,Y,mean,0.7997625081430894,-0.0109620062242203,-0.010097566945924,0.0091278001819506
S2D0_0,Y,std,0.0148726230763494,0.03118730322484,0.0372768414328447,0.0421965440806301
S2D0_1,Y,mean,0.7995288503545385,-0.0075120946494633,-0.0091497508475377,-0.0064804258829046
S2D0_1,Y,std,0.0209760178450973,0.0393227699937855,0.1062716845263362,0.0758984657449966
S2D0_2,Y,mean,0.7965090180360722,-0.0522196268164207,-0.1096574810786128,-0.0789094090579051
S2D0_2,Y,std,0.0134950852763119,0.3066304346572859,0.3397344709856217,0.2655392470148127
S2D0_3,Y,mean,0.7981161160511456,-0.2328600181160279,0.2034534534534534,-0.1939612811349884
S2D0_3,Y,std,0.0131545183770222,0.4109122512403405,0.0265430473418373,0.1024859253155277
S2D1_0,Y,mean,0.8052452233175125,-0.1249809088098333,-0.0343375894793988,0.039374969045882
S2D1_0,Y,std,0.0155725109901396,0.0376363889315019,0.0478805688617565,0.0547708401051079
S2D1_1,Y,mean,0.7995295224653024,-0.0876380604529938,-0.0122989110303466,0.0171199567966469
S2D1_1,Y,std,0.0170705427246802,0.0838488464805468,0.1510381915197939,0.1488188056784008
S2D1_2,Y,mean,0.7979122244488979,-0.1959085567522363,-0.1405376996091319,-0.0946137223968927
S2D1_2,Y,std,0.0124522339853422,0.3285490061487052,0.4594993360044128,0.2203497843876434
S2D1_3,Y,mean,0.7989213506847537,-0.2961165756266177,0.2034534534534534,-0.2264738847679293
S2D1_3,Y,std,0.0138990667837208,0.3488631629475587,0.0265430473418373,0.026036321387243
S2D2_0,Y,mean,0.8194226102270044,-0.2385769785130001,-0.0595062955249676,0.0711085483930136
S2D2_0,Y,std,0.0145604988556702,0.0377773010781622,0.0636385692120643,0.056312996722819
S2D2_1,Y,mean,0.800082669623954,-0.2172127858419664,-0.1170104613213932,0.0267686958268784
S2D2_1,Y,std,0.0206602499089227,0.0683710773044886,0.1815759119156726,0.1023569752645026
S2D2_2,Y,mean,0.7973118236472947,-0.2141901746617357,-0.2012687848144626,-0.0288570296324564
S2D2_2,Y,std,0.0122772014711385,0.3072224140266981,0.4907756836249899,0.4256169342295817
S2D2_3,Y,mean,0.7989209450249886,-0.4218751737536369,-0.2946768884268884,-0.2260452151025249
S2D2_3,Y,std,0.0132756039488205,0.0989464692432867,0.7362939243982064,0.0255242515632327
S2D3_0,Y,mean,0.833873282792489,-0.4535238280569341,-0.1256485505889968,0.0902200906142628
S2D3_0,Y,std,0.0122953924869624,0.0374420753687811,0.0720072983782289,0.0674728045689076
S2D3_1,Y,mean,0.8108932352051618,-0.3434582966728079,-0.1276605330310179,0.1279820577897902
S2D3_1,Y,std,0.020832453971082,0.0637783209672147,0.1108721798230958,0.1641861873376137
S2D3_2,Y,mean,0.7957090180360721,-0.3912042819612396,0.2070484581497798,-0.1300251499578089
S2D3_2,Y,std,0.0127915234544499,0.1571416352513469,,0.3185150491435696
S2D3_3,Y,mean,0.7985185305380671,-0.4536302263199162,,-0.226744581825684
S2D3_3,Y,std,0.0135743265012276,0.0211956995874863,,0.0262275317063357
S2D4_0,Y,mean,0.852463687190831,-0.6025231795941994,-0.1603750174395357,0.1591192541298513
S2D4_0,Y,std,0.0169373219951122,0.0406853182989531,0.1220669172111776,0.1327088799947816
S2D4_1,Y,mean,0.8191349934469201,-0.4386110607817463,-0.2656138847919756,0.3069354537549297
S2D4_1,Y,std,0.019122507728565,0.0391023685857066,0.4177572187315169,0.3967642897815759
S2D4_2,Y,mean,0.7939066132264528,-0.4092822488146047,,-0.130982684545609
S2D4_2,Y,std,0.0153403403241544,0.1549365054887349,,0.3145419119506966
S2D4_3,Y,mean,0.7993237651716752,-0.4541357880096883,,-0.225508018235738
S2D4_3,Y,std,0.0137909453672316,0.021661146345353,,0.0256562859789614
S2E0_0,Y,mean,0.8024000000000001,-0.0204463955445227,0.0035796987297442,0.0054744480824667
S2E0_0,Y,std,0.0132849120768219,0.0319338647548729,0.0273567975161061,0.0475594791439968
S2E0_1,Y,mean,0.8136999999999999,-0.1400487103354682,-0.0299727428346208,0.0379516997504817
S2E0_1,Y,std,0.0085120829152185,0.031271061870039,0.0305700940154091,0.0459838891856373
S2E0_2,Y,mean,0.8234,-0.2723750489763323,-0.0646971250824113,0.0602408588154594
S2E0_2,Y,std,0.0151745400808942,0.0357028056564733,0.0385130635927918,0.0430186390169913
S2E0_3,Y,mean,0.8431999999999998,-0.4926479775607365,-0.1145282777270019,0.1177043582491389
S2E0_3,Y,std,0.0140538646325881,0.0382387209170487,0.0416708721540885,0.0252090501122388
S2E0_4,Y,mean,0.8778,-0.6654583988046234,-0.182839625267033,0.1900007531382873
S2E0_4,Y,std,0.0116980530193893,0.0269085122499122,0.0360474926436443,0.0480798327178665
S2E1_0,Y,mean,0.8094999999999999,-0.1454046095791795,-0.0373937967277484,0.036297170808338
S2E1_0,Y,std,0.0106692705155194,0.0324305659461717,0.0335728994813911,0.0461960057740957
S2E1_1,Y,mean,0.8198000000000001,-0.2611810615966145,-0.0510694127126998,0.0514195232759975
S2E1_1,Y,std,0.0143279059491918,0.0356495052079749,0.0450300259900727,0.0464932451907528
S2E1_2,Y,mean,0.8347,-0.3838925209467171,-0.0849863885937556,0.0870161408124308
S2E1_2,Y,std,0.0156918237733327,0.0362222001038513,0.0391705020460293,0.0261551575472129
S2E1_3,Y,mean,0.858,-0.5776800367352535,-0.1509484486292774,0.1603443312051033
S2E1_3,Y,std,0.0149443411809732,0.0353794199015856,0.0486362077700337,0.0277703064590835
S2E1_4,Y,mean,0.8972000000000001,-0.7375290538464974,-0.2017179858302883,0.2056251484133829
S2E1_4,Y,std,0.0095777519979029,0.02198443768086,0.0434247859573014,0.0450228205566945
S2E2_0,Y,mean,0.8204,-0.273685488383927,-0.0682198584336522,0.0624966204835548
S2E2_0,Y,std,0.0145464772367745,0.0362852363097912,0.0497520939595492,0.0302961275800403
S2E2_1,Y,mean,0.8331999999999999,-0.380898836673108,-0.0816457034534991,0.0902070857604069
S2E2_1,Y,std,0.0153391293393363,0.034897808779465,0.0408976889552028,0.0276459057012899
S2E2_2,Y,mean,0.8428000000000001,-0.4846634239998951,-0.1122551937730303,0.1192680079353882
S2E2_2,Y,std,0.0114968594745599,0.0406544178957493,0.0488775168436124,0.0290658440581071
S2E2_3,Y,mean,0.8774999999999998,-0.6612620094706982,-0.1775638294942034,0.1837062417733476
S2E2_3,Y,std,0.0108857705285386,0.0271138551450625,0.0411483499802546,0.0452741467769749
S2E2_4,Y,mean,0.9208000000000002,-0.8017593618794681,-0.2258009822199266,0.2144641940895578
S2E2_4,Y,std,0.0081486195149853,0.0173624111855972,0.0386684534601383,0.0524251456106727
S2E3_0,Y,mean,0.8428000000000001,-0.4954622230210069,-0.117759973888032,0.1156207795514839
S2E3_0,Y,std,0.0142111067674391,0.0328708692209666,0.0471804746348572,0.0245393101193842
S2E3_1,Y,mean,0.8587999999999999,-0.5749493279522968,-0.1384247591298217,0.1580182425824448
S2E3_1,Y,std,0.0147407221291526,0.0340485286011538,0.0337833014519667,0.0305892773681308
S2E3_2,Y,mean,0.8777000000000001,-0.6612761104144662,-0.1772291969525978,0.1848499473874588
S2E3_2,Y,std,0.0102312158504147,0.0260809984007662,0.0422898739120603,0.0472790955789588
S2E3_3,Y,mean,0.9208000000000002,-0.8017593618794681,-0.2258009822199266,0.2144641940895578
S2E3_3,Y,std,0.0081486195149853,0.0173624111855972,0.0386684534601383,0.0524251456106727
S2E3_4,Y,mean,0.953,-0.8878879797573939,-0.2712703108529418,0.2610192672956929
S2E3_4,Y,std,0.006,0.0093740323910748,0.0511647894030106,0.0587446955718392
S2E4_0,Y,mean,0.8789,-0.6670165186635666,-0.1792960807213029,0.1808998446371409
S2E4_0,Y,std,0.0115609495957536,0.0304118963836657,0.0525459829538422,0.0405056271544963
S2E4_1,Y,mean,0.8969000000000001,-0.7369277825802633,-0.2022183391573148,0.2051417712181902
S2E4_1,Y,std,0.009734817238483,0.0210606850539622,0.0403673599656961,0.0447596943926351
S2E4_2,Y,mean,0.9211,-0.8011262784854936,-0.2204311413844403,0.2171071796663845
S2E4_2,Y,std,0.0081028115833675,0.0159401272422392,0.0371709715599792,0.0432902469256795
S2E4_3,Y,mean,0.953,-0.8878879797573939,-0.2712703108529418,0.2610192672956929
S2E4_3,Y,std,0.006,0.0093740323910748,0.0511647894030106,0.0587446955718392
S2E4_4,Y,mean,0.973,-0.9345946478256206,-0.3166405686524304,0.3033387549291887
S2E4_4,Y,std,0.0038005847503304,0.0099042943858332,0.0911996264280536,0.0914020233990221
S2F0_0,Y,mean,0.7798848649548,-0.0731515126490824,-0.0694959291556307,0.0675946347964984
S2F0_0,Y,std,0.01180071176342,0.0318348795693291,0.0464676462833122,0.0359861787266417
S2F0_1,Y,mean,0.7710072338155878,-0.1985280011795155,-0.2096867589631579,0.1958839909204833
S2F0_1,Y,std,0.0117798954631213,0.0386205951250393,0.0425514194919798,0.0519993594727793
S2F0_2,Y,mean,0.7851863783118214,-0.2944247896437424,-0.2992772887680229,0.3010918105339799
S2F0_2,Y,std,0.0174917653306516,0.0332521221751112,0.0686622351157721,0.0802703852098444
S2F0_3,Y,mean,0.8042307673903369,-0.3871650821575751,-0.4242608657850555,0.4305833363592459
S2F0_3,Y,std,0.0151582394326953,0.047247087592212,0.114103331575699,0.1012387487594715
S2F1_0,Y,mean,0.7879934557151571,-0.2039778235555312,-0.1086937328249227,0.1030927808643207
S2F1_0,Y,std,0.0204901086902126,0.0267967706212105,0.0431612345593261,0.0374484634467032
S2F1_1,Y,mean,0.7842060304020269,-0.3291230747863001,-0.25106108325369,0.2619164954812434
S2F1_1,Y,std,0.0123681650306272,0.0417652323020441,0.0740457088757736,0.0607030398707552
S2F1_2,Y,mean,0.8037769616791588,-0.4261900164771505,-0.3844350067032306,0.3919774648889335
S2F1_2,Y,std,0.0110062089143692,0.042540404073395,0.106866943853825,0.0681685733536433
S2F1_3,Y,mean,0.814907814586015,-0.4794825034131157,-0.4939276217928111,0.5453584222956229
S2F1_3,Y,std,0.0091366191378605,0.0384729900072901,0.1440891166191309,0.132237941635664
S2F2_0,Y,mean,0.809373079696079,-0.3443137735221327,-0.1781466305786965,0.1755116110873157
S2F2_0,Y,std,0.0135293671691379,0.0266447459724199,0.0510287863477741,0.0491759458489848
S2F2_1,Y,mean,0.8087257206035959,-0.4736993359690181,-0.3588133864861672,0.3589733320406055
S2F2_1,Y,std,0.0173380570525407,0.0450463537701126,0.0691514746803807,0.0331555753631199
S2F2_2,Y,mean,0.8269192635067901,-0.542002433291479,-0.495920008474992,0.4993401499903648
S2F2_2,Y,std,0.0152893669227237,0.0337076666021757,0.1143592073846381,0.1015030709043918
S2F2_3,Y,mean,0.8376385891540379,-0.57238096075815,-0.5428282467430889,0.5162337701012869
S2F2_3,Y,std,0.0122418416865803,0.0297989372728053,0.1977161750514957,0.3122124167332862
S2F3_0,Y,mean,0.8372806832677055,-0.5752228327595252,-0.2570703317205458,0.2480922682255212
S2F3_0,Y,std,0.0105905984275572,0.0251261335939007,0.0734408805878136,0.0425513556351053
S2F3_1,Y,mean,0.8584612585283464,-0.6851726470386426,-0.4856531341657321,0.4835720227635781
S2F3_1,Y,std,0.0127656224085409,0.0258566775997714,0.1043448146631019,0.0937975091093484
S2F3_2,Y,mean,0.8615626498865337,-0.7022595282476698,-0.6998139577140321,0.6793926948507709
S2F3_2,Y,std,0.0168162361150173,0.0229407161012561,0.1630876491523913,0.1782923317250962
S2F3_3,Y,mean,0.8444406429292617,-0.6516142591698024,-0.8403179466748243,0.1470686790576483
